pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN000135000	SPD_RS06265	SPV_RS06260		SPH_RS13140	SP_RS01775		HKM25_RS06715	SP70585_RS06390		A66_RS11460		EL334_RS01965			ODS73_RS06870	JN057_RS06575			HMPREF1038_RS12465			SPNHU17_RS03970	INV104_RS06485				AT689_RS12550	DQM66_RS06265	EL277_RS01875		SPP_RS12755	SPR_RS05980	BMJ42_RS12605	SPN032672_RS01355					SPNA45_RS13055				CXP32_RS01830
PNEUPAN000136000	SPD_RS06270	SPV_RS06265		SPH_RS07020		SP670_RS05880					SPAP_RS06625	EL334_RS06745	EL263_RS06405	SPN23F_RS06535	ODS73_RS06875	JN057_RS06580	SPCG_RS06795	SPG_RS06410	HMPREF1038_RS06510	EL271_RS05510	SPNHU15_RS06490	SPNHU17_RS06420					AT689_RS07335	DQM66_RS06270			SPP_RS06720	SPR_RS05985	BMJ42_RS06875										
PNEUPAN000137000	SPD_RS06280	SPV_RS06275		SPH_RS13285	SP_RS12825		HKM25_RS06205	SP70585_RS13245			SPAP_RS12765	EL334_RS06860	EL263_RS06520		ODS73_RS06880					EL271_RS06575			INV104_RS12875					DQM66_RS06280	EL277_RS06645	SPNOXC_RS11705		SPR_RS05990	BMJ42_RS12715	SPN032672_RS12665	SPN034156_RS11010	SPN034183_RS11720	SPN994038_RS11615	SPN994039_RS11615					CXP32_RS06635
PNEUPAN000138000	SPD_RS06285	SPV_RS06280		SPH_RS07145	SP_RS06575		HKM25_RS06210	SP70585_RS06855			SPAP_RS06765	EL334_RS06865	EL263_RS06525	SPN23F_RS06235	ODS73_RS06885					EL271_RS06580	SPNHU15_RS06605	SPNHU17_RS06530	INV104_RS06565					DQM66_RS06285	EL277_RS06650	SPNOXC_RS06350		SPR_RS05995	BMJ42_RS06985	SPN032672_RS01440	SPN034156_RS01405	SPN034183_RS06365	SPN994038_RS06270	SPN994039_RS06275					CXP32_RS06640
PNEUPAN000139000	SPD_RS06290	SPV_RS06285		SPH_RS07150	SP_RS06580		HKM25_RS06215	SP70585_RS06860			SPAP_RS06770	EL334_RS06870	EL263_RS06530	SPN23F_RS06240	ODS73_RS06890					EL271_RS06585	SPNHU15_RS06610	SPNHU17_RS06535	INV104_RS06570					DQM66_RS06290	EL277_RS06655	SPNOXC_RS06355		SPR_RS06000	BMJ42_RS06990	SPN032672_RS01445	SPN034156_RS01410	SPN034183_RS06370	SPN994038_RS06275	SPN994039_RS06280					CXP32_RS06645
PNEUPAN000140000				SPH_RS07155								EL334_RS06875	EL263_RS06535		ODS73_RS06895					EL271_RS06590	SPNHU15_RS06615	SPNHU17_RS06540							EL277_RS06660	SPNOXC_RS06360			BMJ42_RS06995		SPN034156_RS01415	SPN034183_RS06375	SPN994038_RS06280	SPN994039_RS06285					
PNEUPAN000141000	SPD_RS06305	SPV_RS06300		SPH_RS07160	SP_RS06595		HKM25_RS06230	SP70585_RS06875			SPAP_RS06785	EL334_RS06880	EL263_RS06540	SPN23F_RS06255	ODS73_RS06900					EL271_RS06595	SPNHU15_RS06620	SPNHU17_RS06545	INV104_RS06585					DQM66_RS06305	EL277_RS06665	SPNOXC_RS06365		SPR_RS06015	BMJ42_RS07000	SPN032672_RS01460	SPN034156_RS01420	SPN034183_RS06380	SPN994038_RS06285	SPN994039_RS06290					CXP32_RS06660
PNEUPAN000142000	SPD_RS06310	SPV_RS06305		SPH_RS13290	SP_RS12830		HKM25_RS06235	SP70585_RS13250				EL334_RS06885	EL263_RS06545	SPN23F_RS13005	ODS73_RS06905					EL271_RS06600			INV104_RS12880					DQM66_RS06310	EL277_RS06670	SPNOXC_RS11710		SPR_RS06020	BMJ42_RS12720	SPN032672_RS12670	SPN034156_RS11015	SPN034183_RS11725	SPN994038_RS11620	SPN994039_RS11620					CXP32_RS06665
PNEUPAN000143000						SP670_RS10815	HKM25_RS07590								ODS73_RS07980	JN057_RS00370			HMPREF1038_RS00380								AT689_RS02300				SPP_RS00375		BMJ42_RS08045						SPNA45_RS01925				
PNEUPAN000144000							HKM25_RS07475								ODS73_RS08170																												
PNEUPAN000145000							HKM25_RS03270		T308_RS01640						ODS73_RS10145	JN057_RS08145				EL271_RS06950															SPN034156_RS11040					MYY_RS07295	SPT_RS03925	HMPREF0837_RS05090	
PNEUPAN000146000					SP_RS02440			SP70585_RS12925	T308_RS00380						ODS73_RS10180	JN057_RS03445				EL271_RS02660						MDRSPN_RS00490			EL277_RS08255	SPNOXC_RS02860					SPN034156_RS08785	SPN034183_RS02875	SPN994038_RS02795	SPN994039_RS02795		MYY_RS00855	SPT_RS00645	HMPREF0837_RS01920	CXP32_RS02485
PNEUPAN000147000				SPH_RS10935						A66_RS09365		EL334_RS10695	EL263_RS10235		ODS73_RS11055			SPG_RS12010			SPNHU15_RS09930	SPNHU17_RS09920											BMJ42_RS11185						SPNA45_RS00880				
PNEUPAN000148000				SPH_RS10940						A66_RS09370		EL334_RS10700	EL263_RS10240		ODS73_RS11060			SPG_RS12015			SPNHU15_RS09935	SPNHU17_RS09925											BMJ42_RS11190						SPNA45_RS00875				
PNEUPAN000149000				SPH_RS10945			HKM25_RS10435			A66_RS09375		EL334_RS12420	EL263_RS10245		ODS73_RS11065			SPG_RS09935			SPNHU15_RS09940	SPNHU17_RS09930											BMJ42_RS11195						SPNA45_RS00870				
PNEUPAN000150000	SPD_RS05485	SPV_RS04855	EF3030_RS05650	SPH_RS06160	SP_RS05700	SP670_RS05510	HKM25_RS05440	SP70585_RS06020	T308_RS05585	A66_RS05200	SPAP_RS05225	EL334_RS06015	EL263_RS05670	SPN23F_RS05385	ODS73_RS06120	JN057_RS05785	SPCG_RS05910	SPG_RS05325	HMPREF1038_RS05130	EL271_RS05860	SPNHU15_RS05675	SPNHU17_RS05600	INV104_RS05775	SPNINV200_RS05730	SPJ_RS05375	MDRSPN_RS05155	AT689_RS08185	DQM66_RS04865	EL277_RS05720	SPNOXC_RS05610	SPP_RS05945	SPR_RS05210	BMJ42_RS06150	SPN032672_RS00645	SPN034156_RS00665	SPN034183_RS05625	SPN994038_RS05530	SPN994039_RS05535	SPNA45_RS08000	MYY_RS06065	SPT_RS05855	HMPREF0837_RS06430	CXP32_RS05755
PNEUPAN000151000																											AT689_RS13020																
PNEUPAN000152000																											AT689_RS13125																
PNEUPAN000153000	SPD_RS02390	SPV_RS02385	EF3030_RS02365	SPH_RS02945	SP_RS02455	SP670_RS02860	HKM25_RS02440	SP70585_RS02745	T308_RS02420	A66_RS02330	SPAP_RS02480	EL334_RS02575	EL263_RS02565	SPN23F_RS02320	ODS73_RS02800	JN057_RS02535	SPCG_RS02495	SPG_RS02290	HMPREF1038_RS02620	EL271_RS02330	SPNHU15_RS02660	SPNHU17_RS02590	INV104_RS02465	SPNINV200_RS02350	SPJ_RS02360	MDRSPN_RS02295	AT689_RS13130	DQM66_RS02390	EL277_RS02535	SPNOXC_RS02515	SPP_RS02570	SPR_RS02255	BMJ42_RS03030	SPN032672_RS08710	SPN034156_RS08455	SPN034183_RS02525	SPN994038_RS02450	SPN994039_RS02445		MYY_RS02885	SPT_RS02675	HMPREF0837_RS03840	CXP32_RS02500
PNEUPAN000154000																											AT689_RS13135																
PNEUPAN000155000																											AT689_RS13140																
PNEUPAN000156000	SPD_RS02395	SPV_RS02390	EF3030_RS02370	SPH_RS02950	SP_RS02460	SP670_RS02865	HKM25_RS02445	SP70585_RS02750	T308_RS02425	A66_RS02335	SPAP_RS02485	EL334_RS02580	EL263_RS02570	SPN23F_RS02325	ODS73_RS02805	JN057_RS02540	SPCG_RS02500	SPG_RS02305	HMPREF1038_RS02625	EL271_RS02335	SPNHU15_RS02665	SPNHU17_RS02595	INV104_RS02470	SPNINV200_RS02355	SPJ_RS02365	MDRSPN_RS02300	AT689_RS00020	DQM66_RS02395	EL277_RS02540	SPNOXC_RS02520	SPP_RS02575	SPR_RS02260	BMJ42_RS03035	SPN032672_RS08715	SPN034156_RS08460	SPN034183_RS02530	SPN994038_RS02455	SPN994039_RS02450		MYY_RS02890	SPT_RS02680	HMPREF0837_RS03845	CXP32_RS02505
PNEUPAN000157000	SPD_RS02400	SPV_RS02395	EF3030_RS02375	SPH_RS02955	SP_RS02465	SP670_RS02870	HKM25_RS02450	SP70585_RS02755	T308_RS02430	A66_RS02340	SPAP_RS02490	EL334_RS02585	EL263_RS02575	SPN23F_RS02330	ODS73_RS02810	JN057_RS02545	SPCG_RS02505	SPG_RS02310	HMPREF1038_RS02630	EL271_RS02340	SPNHU15_RS02670	SPNHU17_RS02600	INV104_RS02475	SPNINV200_RS02360	SPJ_RS02370	MDRSPN_RS02305	AT689_RS00025	DQM66_RS02400	EL277_RS02545	SPNOXC_RS02525	SPP_RS02580	SPR_RS02265	BMJ42_RS03040	SPN032672_RS08720	SPN034156_RS08465	SPN034183_RS02535	SPN994038_RS02460	SPN994039_RS02455		MYY_RS02895	SPT_RS02685	HMPREF0837_RS03850	CXP32_RS02510
PNEUPAN000158000	SPD_RS02405	SPV_RS02400	EF3030_RS02380	SPH_RS02960	SP_RS02470	SP670_RS02875	HKM25_RS02455	SP70585_RS02760	T308_RS02435	A66_RS02345	SPAP_RS02495	EL334_RS02590	EL263_RS02580	SPN23F_RS02335	ODS73_RS02815	JN057_RS02550	SPCG_RS02510	SPG_RS02315	HMPREF1038_RS02635	EL271_RS02345	SPNHU15_RS02675	SPNHU17_RS02605	INV104_RS02480	SPNINV200_RS02365	SPJ_RS02375	MDRSPN_RS02310	AT689_RS00030	DQM66_RS02405	EL277_RS02550	SPNOXC_RS02530	SPP_RS02585	SPR_RS02270	BMJ42_RS03045	SPN032672_RS08725	SPN034156_RS08470	SPN034183_RS02540	SPN994038_RS02465	SPN994039_RS02460		MYY_RS02900	SPT_RS02690	HMPREF0837_RS03855	CXP32_RS02515
PNEUPAN000159000	SPD_RS02410	SPV_RS02405	EF3030_RS02385	SPH_RS12270	SP_RS11790	SP670_RS12455	HKM25_RS02460	SP70585_RS12165	T308_RS11415	A66_RS10740	SPAP_RS11705	EL334_RS02595	EL263_RS02585	SPN23F_RS11955	ODS73_RS02820	JN057_RS02555	SPCG_RS12025	SPG_RS11270	HMPREF1038_RS11380	EL271_RS02350	SPNHU15_RS02680	SPNHU17_RS02610	INV104_RS11715	SPNINV200_RS11430	SPJ_RS11565	MDRSPN_RS02315	AT689_RS11160	DQM66_RS02410	EL277_RS02555	SPNOXC_RS11320	SPP_RS11640	SPR_RS02275	BMJ42_RS03050	SPN032672_RS12290	SPN034156_RS11645	SPN034183_RS11335	SPN994038_RS11225	SPN994039_RS11230		MYY_RS11725	SPT_RS11585	HMPREF0837_RS11520	CXP32_RS02520
PNEUPAN000160000					SP_RS07060				T308_RS05125						ODS73_RS05355	JN057_RS02560			HMPREF1038_RS02640							MDRSPN_RS04720	AT689_RS00035		EL277_RS07125		SPP_RS02590									MYY_RS05605	SPT_RS05395		CXP32_RS07140
PNEUPAN000161000	SPD_RS11495	SPV_RS11520	EF3030_RS11565	SPH_RS13860	SP_RS13275	SP670_RS14115	HKM25_RS11555	SP70585_RS13800	T308_RS13075	A66_RS12395	SPAP_RS13525	EL334_RS12105	EL263_RS11680	SPN23F_RS13775	ODS73_RS02825		SPCG_RS13670	SPG_RS12790		EL271_RS11635	SPNHU15_RS10875	SPNHU17_RS10875	INV104_RS13580	SPNINV200_RS13025	SPJ_RS13240	MDRSPN_RS11195	AT689_RS12275	DQM66_RS11280	EL277_RS12165	SPNOXC_RS12985		SPR_RS10605	BMJ42_RS13215	SPN032672_RS13800	SPN034156_RS12880	SPN034183_RS12970	SPN994038_RS12885	SPN994039_RS12890		MYY_RS13240	SPT_RS12935	HMPREF0837_RS12940	CXP32_RS12210
PNEUPAN000162000					SP_RS12995							EL334_RS11760				JN057_RS02570			HMPREF1038_RS12715		SPNHU15_RS02685	SPNHU17_RS02615	INV104_RS13130				AT689_RS12755		EL277_RS11870	SPNOXC_RS12700							SPN994038_RS12605	SPN994039_RS12610					
PNEUPAN000163000	SPD_RS02435	SPV_RS02425		SPH_RS02975							SPAP_RS02515		EL263_RS02605	SPN23F_RS02355	ODS73_RS02835				HMPREF1038_RS02650						SPJ_RS02395		AT689_RS00045	DQM66_RS02435				SPR_RS02295	BMJ42_RS03070							MYY_RS02915		HMPREF0837_RS03870	
PNEUPAN000164000		SPV_RS02420	EF3030_RS02395						T308_RS13080						ODS73_RS02845	JN057_RS02575		SPG_RS02325	HMPREF1038_RS02660				INV104_RS14045	SPNINV200_RS02375		MDRSPN_RS02325	AT689_RS00055		EL277_RS02570		SPP_RS02595			SPN032672_RS14290							SPT_RS02700		
PNEUPAN000165000																											AT689_RS12760																
PNEUPAN000166000																											AT689_RS12280												SPNA45_RS14195				
PNEUPAN000167000					SP_RS07860				T308_RS08760						ODS73_RS09040	JN057_RS08185		SPG_RS05320	HMPREF1038_RS11795								AT689_RS00060		EL277_RS07925										SPNA45_RS10025	MYY_RS09200	SPT_RS09000	HMPREF0837_RS10135	CXP32_RS07940
PNEUPAN000168000	SPD_RS00005	SPV_RS00005	EF3030_RS00005	SPH_RS00005	SP_RS00005	SP670_RS00005	HKM25_RS00005	SP70585_RS00035	T308_RS10975	A66_RS00040	SPAP_RS00005	EL334_RS00005	EL263_RS00005	SPN23F_RS00005	ODS73_RS00005	JN057_RS00005	SPCG_RS00005	SPG_RS00005	HMPREF1038_RS00010	EL271_RS00005	SPNHU15_RS00005	SPNHU17_RS00005	INV104_RS00005	SPNINV200_RS00005	SPJ_RS00005	MDRSPN_RS00005	AT689_RS02665	DQM66_RS00005	EL277_RS00005	SPNOXC_RS00005	SPP_RS00005	SPR_RS00005	BMJ42_RS00005	SPN032672_RS04470	SPN034156_RS05980	SPN034183_RS00005	SPN994038_RS00005	SPN994039_RS00005	SPNA45_RS00005	MYY_RS00005	SPT_RS00035	HMPREF0837_RS01310	CXP32_RS00005
PNEUPAN000169000	SPD_RS00010	SPV_RS00010	EF3030_RS00010	SPH_RS00010	SP_RS00010	SP670_RS00010	HKM25_RS00010	SP70585_RS00040	T308_RS10980	A66_RS00045	SPAP_RS00010	EL334_RS00010	EL263_RS00010	SPN23F_RS00010	ODS73_RS00010	JN057_RS00010	SPCG_RS00010	SPG_RS00010	HMPREF1038_RS00015	EL271_RS00010	SPNHU15_RS00010	SPNHU17_RS00010	INV104_RS00010	SPNINV200_RS00010	SPJ_RS00010	MDRSPN_RS00010	AT689_RS02660	DQM66_RS00010	EL277_RS00010	SPNOXC_RS00010	SPP_RS00010	SPR_RS00010	BMJ42_RS00010	SPN032672_RS04465	SPN034156_RS05985	SPN034183_RS00010	SPN994038_RS00010	SPN994039_RS00010	SPNA45_RS00010	MYY_RS00010	SPT_RS00040	HMPREF0837_RS01315	CXP32_RS00010
PNEUPAN000170000	SPD_RS00015	SPV_RS00015	EF3030_RS00015	SPH_RS00015	SP_RS00015	SP670_RS00015	HKM25_RS00015	SP70585_RS00045	T308_RS10985	A66_RS00050	SPAP_RS00015	EL334_RS00015	EL263_RS00015	SPN23F_RS00015	ODS73_RS00015	JN057_RS00015	SPCG_RS00015	SPG_RS00015	HMPREF1038_RS00020	EL271_RS00015	SPNHU15_RS00015	SPNHU17_RS00015	INV104_RS00015	SPNINV200_RS00015	SPJ_RS00015	MDRSPN_RS00015	AT689_RS02655	DQM66_RS00015	EL277_RS00015	SPNOXC_RS00015	SPP_RS00015	SPR_RS00015	BMJ42_RS00015	SPN032672_RS04460	SPN034156_RS05990	SPN034183_RS00015	SPN994038_RS00015	SPN994039_RS00015	SPNA45_RS00015	MYY_RS00015	SPT_RS00045	HMPREF0837_RS01320	CXP32_RS00015
PNEUPAN000171000															ODS73_RS00020																								SPNA45_RS10445	MYY_RS00020	SPT_RS00050	HMPREF0837_RS01325	
PNEUPAN000172000							HKM25_RS00035								ODS73_RS00045																									MYY_RS00045	SPT_RS00075	HMPREF0837_RS01350	
PNEUPAN000173000							HKM25_RS07560																																SPNA45_RS00145				
PNEUPAN000174000																																							SPNA45_RS00150				
PNEUPAN000175000							HKM25_RS07890							SPN23F_RS07950																			BMJ42_RS08315						SPNA45_RS00155				
PNEUPAN000176000	SPD_RS01310	SPV_RS01310	EF3030_RS01290	SPH_RS01820	SP_RS01265	SP670_RS01665	HKM25_RS01320	SP70585_RS01570	T308_RS01270	A66_RS01300	SPAP_RS11575	EL334_RS01390	EL263_RS01510	SPN23F_RS01295	ODS73_RS01730	JN057_RS01475	SPCG_RS01405	SPG_RS01250	HMPREF1038_RS01540	EL271_RS01300	SPNHU15_RS01605	SPNHU17_RS01535	INV104_RS01280	SPNINV200_RS01285	SPJ_RS11460	MDRSPN_RS01285		DQM66_RS01310	EL277_RS01350	SPNOXC_RS01540	SPP_RS01535	SPR_RS01245	BMJ42_RS01985	SPN032672_RS07565	SPN034156_RS07465	SPN034183_RS01545	SPN994038_RS01475	SPN994039_RS01470	SPNA45_RS00160	MYY_RS01750	SPT_RS01540	HMPREF0837_RS02805	CXP32_RS01290
PNEUPAN000177000																																	BMJ42_RS08310						SPNA45_RS12960				
PNEUPAN000178000							HKM25_RS07540																																SPNA45_RS00165				
PNEUPAN000179000							HKM25_RS07880							SPN23F_RS00190											SPJ_RS00185														SPNA45_RS00170				
PNEUPAN000180000																																							SPNA45_RS00175				
PNEUPAN000181000																														SPNOXC_RS00365					SPN034156_RS06340	SPN034183_RS00360	SPN994038_RS00365	SPN994039_RS00360	SPNA45_RS00365				
PNEUPAN000182000	SPD_RS10455	SPV_RS10455	EF3030_RS10605	SPH_RS11465	SP_RS10955	SP670_RS11650	HKM25_RS10925	SP70585_RS11285	T308_RS10475	A66_RS09800	SPAP_RS10870	EL334_RS11215	EL263_RS10765	SPN23F_RS11210	ODS73_RS11555	JN057_RS10585	SPCG_RS11200	SPG_RS10445	HMPREF1038_RS10605	EL271_RS10720	SPNHU15_RS10330	SPNHU17_RS10315	INV104_RS10870	SPNINV200_RS10620	SPJ_RS10775	MDRSPN_RS10295	AT689_RS03140	DQM66_RS10450	EL277_RS11160	SPNOXC_RS10505	SPP_RS10850	SPR_RS09965	BMJ42_RS11730	SPN032672_RS04975	SPN034156_RS05505	SPN034183_RS10515	SPN994038_RS10430	SPN994039_RS10435	SPNA45_RS00370	MYY_RS10900	SPT_RS10695	HMPREF0837_RS00810	CXP32_RS11100
PNEUPAN000183000				SPH_RS14280		SP670_RS14550	HKM25_RS12085				SPAP_RS13130		EL263_RS12020		ODS73_RS00470	JN057_RS11620			HMPREF1038_RS12965		SPNHU15_RS11180	SPNHU17_RS11190									SPP_RS13265		BMJ42_RS13690						SPNA45_RS13000				
PNEUPAN000184000				SPH_RS00300		SP670_RS10810	HKM25_RS07290				SPAP_RS00320		EL263_RS00320		ODS73_RS00480	JN057_RS00375			HMPREF1038_RS00385		SPNHU15_RS00300	SPNHU17_RS00305			SPJ_RS09175		AT689_RS02295			SPNOXC_RS00340	SPP_RS00380		BMJ42_RS00365		SPN034156_RS06315	SPN034183_RS00335	SPN994038_RS00340	SPN994039_RS00335	SPNA45_RS01930				
PNEUPAN000185000						SP670_RS10805									ODS73_RS07970										SPJ_RS09170														SPNA45_RS01935				
PNEUPAN000186000				SPH_RS00310		SP670_RS10800	HKM25_RS07280	SP70585_RS00385			SPAP_RS00330		EL263_RS00330	SPN23F_RS07730	ODS73_RS00490						SPNHU15_RS00310	SPNHU17_RS00315			SPJ_RS09165		AT689_RS02285						BMJ42_RS00375						SPNA45_RS01940				
PNEUPAN000187000						SP670_RS10795	HKM25_RS07275								ODS73_RS07960										SPJ_RS09160		AT689_RS04305						BMJ42_RS08025	SPN032672_RS06170	SPN034156_RS04355				SPNA45_RS01945				
PNEUPAN000188000						SP670_RS11070									ODS73_RS08260										SPJ_RS09430														SPNA45_RS04845				
PNEUPAN000189000																																							SPNA45_RS04850				
PNEUPAN000190000																																							SPNA45_RS04855				
PNEUPAN000191000																																							SPNA45_RS04860				
PNEUPAN000192000																																							SPNA45_RS13685				
PNEUPAN000193000																																							SPNA45_RS04865				
PNEUPAN000194000																																							SPNA45_RS04870				
PNEUPAN000195000																																							SPNA45_RS04875				
PNEUPAN000196000				SPH_RS00150		SP670_RS11055					SPAP_RS00150				ODS73_RS00305																								SPNA45_RS04880				
PNEUPAN000197000																																							SPNA45_RS04885				
PNEUPAN000198000																									SPJ_RS09400														SPNA45_RS04890				
PNEUPAN000199000																									SPJ_RS09395														SPNA45_RS04895				
PNEUPAN000200000																																							SPNA45_RS04900				
PNEUPAN000201000																																							SPNA45_RS04905				
PNEUPAN000202000																									SPJ_RS09385														SPNA45_RS04910				
PNEUPAN000203000																									SPJ_RS09380														SPNA45_RS04915				
PNEUPAN000204000																									SPJ_RS09375														SPNA45_RS13440				
PNEUPAN000205000				SPH_RS13280	SP_RS12820	SP670_RS04720					SPAP_RS06680	EL334_RS06795	EL263_RS06455	SPN23F_RS13000			SPCG_RS04450	SPG_RS12275			SPNHU15_RS06540	SPNHU17_RS06470	INV104_RS04420	SPNINV200_RS04330	SPJ_RS12510				EL277_RS06555				BMJ42_RS12710	SPN032672_RS10680					SPNA45_RS04920				CXP32_RS06545
PNEUPAN000206000				SPH_RS07070	SP_RS06480	SP670_RS04725					SPAP_RS06675	EL334_RS06790	EL263_RS06450	SPN23F_RS06155			SPCG_RS04455	SPG_RS06090			SPNHU15_RS06535	SPNHU17_RS06465	INV104_RS04425	SPNINV200_RS04335	SPJ_RS06145				EL277_RS06550				BMJ42_RS06920	SPN032672_RS10685					SPNA45_RS04925				CXP32_RS06540
PNEUPAN000207000				SPH_RS07065	SP_RS06475	SP670_RS04730					SPAP_RS06670	EL334_RS06785	EL263_RS06445	SPN23F_RS06150			SPCG_RS04460	SPG_RS06085			SPNHU15_RS06530	SPNHU17_RS06460	INV104_RS04430	SPNINV200_RS04340	SPJ_RS06140				EL277_RS06545				BMJ42_RS06915	SPN032672_RS10690					SPNA45_RS04930				CXP32_RS06535
PNEUPAN000208000				SPH_RS07060	SP_RS06470	SP670_RS04735					SPAP_RS06665	EL334_RS06780	EL263_RS06440	SPN23F_RS06145			SPCG_RS04465	SPG_RS06080			SPNHU15_RS06525	SPNHU17_RS06455	INV104_RS04435	SPNINV200_RS04345	SPJ_RS06135				EL277_RS06540				BMJ42_RS06910	SPN032672_RS10695					SPNA45_RS04935				CXP32_RS06530
PNEUPAN000209000				SPH_RS07055	SP_RS06465	SP670_RS04740					SPAP_RS06660	EL334_RS06775	EL263_RS06435	SPN23F_RS06140			SPCG_RS04470	SPG_RS06075			SPNHU15_RS06520	SPNHU17_RS06450	INV104_RS04440	SPNINV200_RS04350	SPJ_RS06130				EL277_RS06535				BMJ42_RS06905	SPN032672_RS10700					SPNA45_RS04940				CXP32_RS06525
PNEUPAN000210000				SPH_RS07050	SP_RS06460	SP670_RS04745					SPAP_RS06655	EL334_RS06770	EL263_RS06430	SPN23F_RS06135			SPCG_RS04475	SPG_RS06070			SPNHU15_RS06515	SPNHU17_RS06445	INV104_RS04445	SPNINV200_RS04355	SPJ_RS06125				EL277_RS06530				BMJ42_RS06900	SPN032672_RS10705					SPNA45_RS04945				CXP32_RS06520
PNEUPAN000211000				SPH_RS07045	SP_RS06455	SP670_RS04750					SPAP_RS06650	EL334_RS06765	EL263_RS06425	SPN23F_RS06130			SPCG_RS04480	SPG_RS06065			SPNHU15_RS06510	SPNHU17_RS06440	INV104_RS04450	SPNINV200_RS04360	SPJ_RS06120				EL277_RS06525				BMJ42_RS06895	SPN032672_RS10710					SPNA45_RS04950				CXP32_RS06515
PNEUPAN000212000								SP70585_RS02100						SPN23F_RS06125				SPG_RS06060							SPJ_RS06115														SPNA45_RS04955				
PNEUPAN000213000					SP_RS01780			SP70585_RS02105			SPAP_RS07245																		EL277_RS01880										SPNA45_RS04960				CXP32_RS01835
PNEUPAN000214000	SPD_RS11980	SPV_RS11500	EF3030_RS11540		SP_RS12805		HKM25_RS11525			A66_RS13030		EL334_RS01955		SPN23F_RS13750		JN057_RS11160		SPG_RS12770	HMPREF1038_RS13080				INV104_RS13550				AT689_RS13770	DQM66_RS11775	EL277_RS12570		SPP_RS13365	SPR_RS10590		SPN032672_RS13780					SPNA45_RS14020				CXP32_RS06485
PNEUPAN000215000	SPD_RS03020	SPV_RS03015	EF3030_RS03035	SPH_RS03595	SP_RS03160	SP670_RS03510	HKM25_RS03075	SP70585_RS03455	T308_RS03070	A66_RS11610	SPAP_RS03130	EL334_RS03245	EL263_RS03195	SPN23F_RS02975	ODS73_RS03460	JN057_RS03195	SPCG_RS03165	SPG_RS02970	HMPREF1038_RS03295	EL271_RS02980	SPNHU15_RS03265	SPNHU17_RS03200	INV104_RS03165	SPNINV200_RS03035	SPJ_RS02985	MDRSPN_RS07390	AT689_RS10505	DQM66_RS03020	EL277_RS03260	SPNOXC_RS03165	SPP_RS03250	SPR_RS02865	BMJ42_RS03745	SPN032672_RS09425	SPN034156_RS09090	SPN034183_RS03180	SPN994038_RS03100	SPN994039_RS03100	SPNA45_RS05545	MYY_RS03555	SPT_RS03325	HMPREF0837_RS04495	CXP32_RS03245
PNEUPAN000216000			EF3030_RS12205		SP_RS13880	SP670_RS14600	HKM25_RS12075	SP70585_RS13990		A66_RS13000					ODS73_RS07320		SPCG_RS14350		HMPREF1038_RS13230				INV104_RS14110	SPNINV200_RS13530					EL277_RS12815		SPP_RS13995			SPN032672_RS14070					SPNA45_RS14160				CXP32_RS12815
PNEUPAN000217000	SPD_RS06795	SPV_RS06790	EF3030_RS06750		SP_RS07080	SP670_RS14725		SP70585_RS12650		A66_RS06390	SPAP_RS13680			SPN23F_RS07100			SPCG_RS07400		HMPREF1038_RS06980	EL271_RS12185			INV104_RS14240	SPNINV200_RS06855	SPJ_RS06655			DQM66_RS06790	EL277_RS07155	SPNOXC_RS06825	SPP_RS07200	SPR_RS06480		SPN032672_RS14235	SPN034156_RS13230	SPN034183_RS06845	SPN994038_RS06750	SPN994039_RS06750	SPNA45_RS14165				CXP32_RS07170
